hashtag,frequency,category,sentiment
interiorinspiration,7,Other,Neutral
heartbreak,7,Other,Neutral
agriculture,7,Other,Neutral
vegan,7,Other,Neutral
blessed,7,Other,Neutral
istanbul,7,Other,Neutral
weightlosstransformation,7,Other,Neutral
tamilcinema,7,Other,Neutral
phone,7,Other,Neutral
pregnant,7,Other,Positive
contenido,7,Other,Neutral
emotions,7,Other,Neutral
memesbr,7,Other,Neutral
religion,7,Other,Neutral
futebol,7,Other,Neutral
gorraspersonalizadas,7,Other,Neutral
casinoonline,7,Other,Neutral
interiorinspo,7,Other,Neutral
pubg,7,Other,Neutral
valorant,7,Other,Neutral
forextrading,7,Other,Neutral
relationship,7,Other,Neutral
kannadasongs,7,Other,Neutral
render,7,Other,Neutral
fullmoon,7,Other,Neutral
momsofinstagram,7,Other,Neutral
gelnails,7,Other,Neutral
hairinspo,7,Other,Neutral
germany,7,Other,Neutral
stockmarketindia,7,Other,Neutral
gamingroom,7,Other,Neutral
inspirationalquotes,7,Other,Neutral
ciclismo,7,Other,Neutral
best,7,Other,Positive
yoga,7,Other,Neutral
restaurantshouston,7,Other,Neutral
supercell,7,Other,Neutral
mbappe,7,Other,Neutral
gorrajumbo,7,Other,Neutral
marathon,7,Other,Neutral
musician,7,Other,Neutral
codinglife,7,Technology,Neutral
accountability,7,Other,Neutral
deco,7,Other,Neutral
mindsetiseverything,7,Other,Neutral
motherhood,7,Other,Neutral
outdoors,7,Other,Neutral
emotional,7,Other,Neutral
movierecommendation,7,Other,Neutral
alternative,7,Other,Neutral
mexico,7,Other,Neutral
media,7,Other,Neutral
aesthetics,7,Other,Neutral
bedroom,7,Other,Neutral
aviator,7,Other,Neutral
spotify,7,Other,Neutral
gamerecommendations,7,Other,Neutral
nature_perfection,7,Other,Neutral
party,7,Other,Neutral
ig,7,Other,Neutral
makeupreels,7,Beauty & Personal Care,Neutral
interiors,7,Other,Neutral
craft,7,Other,Neutral
gamingclips,7,Other,Neutral
clips,7,Other,Neutral
minivlog,7,Other,Neutral
agro,7,Other,Neutral
giftguide,7,Other,Neutral
spiritual,7,Other,Neutral
dinner,7,Other,Neutral
turbo,7,Other,Neutral
pictures,7,Other,Neutral
doggrooming,7,Other,Neutral
日本,7,Other,Neutral
cine,7,Other,Neutral
la,7,Other,Neutral
morningroutines,7,Other,Neutral
foodreels,7,Cooking,Neutral
dessert,7,Other,Neutral
chicken,7,Other,Negative
indiegames,7,Gaming,Neutral
csgo,7,Other,Neutral
movieclips,7,Other,Neutral
toronto,7,Other,Neutral
track,7,Other,Neutral
mtb,7,Other,Neutral
menstyle,7,Fashion,Neutral
datascientist,7,Other,Neutral
rummy,7,Other,Neutral
childrensclothing,7,Other,Neutral
birthday,7,Other,Neutral
foodphotography,7,Cooking,Neutral
unboxing,7,Other,Neutral
championsleague,7,Other,Neutral
throwbackthursday,7,Other,Neutral
analytics,7,Other,Neutral
الكويت,7,Other,Neutral
team,7,Other,Neutral
dataanalytics,7,Other,Neutral
maharashtra,7,Other,Neutral
weship,7,Other,Neutral
sql,7,Other,Neutral
drive,7,Other,Neutral
exercise,7,Other,Neutral
petstagram,7,Other,Neutral
roullete,7,Other,Neutral
weightlossjourney,7,Other,Neutral
green,7,Other,Negative
doglover,7,Other,Neutral
likeme,7,Other,Neutral
jogos,7,Other,Neutral
bigbossott3,7,Other,Neutral
3danimation,7,Other,Neutral
nailinspo,7,Other,Neutral
ligamx,7,Other,Neutral
joy,7,Other,Positive
anderbahar,7,Other,Neutral
storytelling,7,Other,Neutral
christmasnails,7,Other,Neutral
shopsusiesboutique,7,Other,Neutral
empreendedorismo,7,Other,Neutral
easyrecipes,7,Cooking,Neutral
poetrycommunity,7,Other,Neutral
positivethinking,7,Other,Neutral
tarotcommunity,7,Other,Neutral
clashroyalemoments,7,Other,Neutral
driver,7,Other,Neutral
architect,7,Other,Neutral
gift,7,Other,Neutral
اكسبلور_فولو,7,Other,Neutral
r,7,Other,Neutral
writer,7,Other,Neutral
successmindset,7,Other,Neutral
speed,7,Other,Neutral
amor,7,Other,Neutral
pain,7,Other,Neutral
funtimes,7,Other,Neutral
box,7,Other,Neutral
weddingphotographer,7,Other,Neutral
invest,7,Other,Neutral
groom,7,Other,Neutral
tarotreadersofinstagram,7,Other,Neutral
newborn,7,Other,Neutral
financialliteracy,7,Other,Neutral
pokeronline,7,Other,Neutral
chikenroad,7,Other,Neutral
friendshipgoals,7,Other,Neutral
kidsfashion,7,Fashion,Neutral
heart,7,Other,Neutral
viralpost❤️,7,Other,Neutral
curiosidades,7,Other,Neutral
béisbol,7,Other,Neutral
moda,7,Other,Neutral
clip,7,Other,Neutral
korea,7,Other,Neutral
lmb,7,Other,Neutral
pcgamer,7,Other,Neutral
earthoutdoors,7,Other,Neutral
manifest,7,Other,Neutral
oldgretna,7,Other,Neutral
married,7,Other,Positive
horoscopes,7,Other,Neutral
bonus,7,Other,Neutral
humour,7,Other,Neutral
cardib,7,Other,Neutral
babyclothing,7,Other,Neutral
southafrica,7,Other,Neutral
gretna,7,Other,Neutral
viralreelsvideo❤️,7,Other,Neutral
teenpatti♠️♣️♥️♦️,7,Other,Neutral
kitty,7,Other,Neutral
progressive,7,Other,Neutral
makeuptuto,7,Beauty & Personal Care,Neutral
onlineshopping,7,Other,Neutral
transition,7,Other,Neutral
mikewheeler,7,Other,Neutral
storytime,7,Other,Neutral
like4like,7,Other,Neutral
laugh,7,Other,Positive
onlinebusiness,7,Other,Neutral
robotics,7,Other,Neutral
today,7,Other,Neutral
messi,7,Other,Neutral
memesbrasil,7,Other,Neutral
exploer,6,Other,Neutral
sisters,6,Other,Neutral
modernhome,6,Other,Neutral
liberal,6,Other,Neutral
selfie,6,Other,Neutral
friend,6,Other,Neutral
animeedits,6,Other,Neutral
pov,6,Other,Neutral
minecraftredstone,6,Other,Neutral
babiesofinstagram,6,Other,Neutral
segagenesis,6,Other,Neutral
setupgamer,6,Other,Neutral
holidayseason,6,Other,Neutral
tvk,6,Other,Neutral
abstract,6,Other,Neutral
scary,6,Other,Negative
gymreels,6,Fitness,Neutral
worldnews,6,News & Politics,Neutral
brides,6,Other,Neutral
elonmusk,6,Other,Neutral
sarcasm,6,Other,Neutral
saudiarabia,6,Other,Neutral
italia,6,Other,Neutral
streetphotography,6,Other,Neutral
decoração,6,Home & Interior,Neutral
collection,6,Other,Neutral
lighting,6,Other,Neutral
harvest,6,Other,Neutral
phd,6,Other,Neutral
vtubers,6,Other,Neutral
fitspo,6,Fitness,Neutral
quoteoftheday,6,Other,Neutral
freeplay,6,Other,Neutral
salmankhan,6,Other,Neutral
sewing,6,Other,Neutral
instatravel,6,Travel & Nature,Neutral
contemporaryart,6,Other,Neutral
consoleplayer,6,Other,Neutral
engraçado,6,Other,Neutral
bjp,6,Other,Neutral
quran,6,Other,Neutral
government,6,Other,Neutral
politicalbreakdown,6,Other,Neutral
santa,6,Other,Neutral
breakdance,6,Other,Neutral
show,6,Other,Neutral
cinematic,6,Other,Neutral
elvishyadav,6,Other,Neutral
dogobedience,6,Other,Neutral
slots,6,Other,Neutral
beritaterkini,6,Other,Neutral
theboys,6,Other,Neutral
tag,6,Other,Neutral
gamingwithfriends,6,Other,Neutral
makemoney,6,Other,Neutral
nailaddict,6,Other,Neutral
porsche,6,Other,Neutral
minecraftmemes,6,Other,Neutral
natgeo,6,Other,Neutral
fight,6,Other,Neutral
fantasy,6,Other,Neutral
top,6,Other,Positive
bookgram,6,Other,Neutral
bird,6,Other,Neutral
suzuki,6,Other,Neutral
bible,6,Other,Neutral
retrogames,6,Gaming,Neutral
bikelover,6,Other,Neutral
sega,6,Other,Neutral
pandamaster,6,Other,Neutral
candid,6,Other,Positive
amigurumi,6,Other,Neutral
msdhoni,6,Other,Neutral
birdwatching,6,Other,Neutral
inlove,6,Other,Neutral
minecraftdaily,6,Other,Neutral
unity,6,Other,Neutral
artista,6,Other,Neutral
oc,6,Other,Neutral
artgallery,6,Other,Neutral
papercraft,6,Other,Neutral
realmoney,6,Other,Neutral
kissproof,6,Other,Neutral
interview,6,Other,Neutral
acrylicpainting,6,Other,Neutral
bicycle,6,Other,Neutral
menshealth,6,Fitness,Neutral
atlanta,6,Other,Neutral
luxurylifestyle,6,Fashion,Neutral
characterdesign,6,Other,Neutral
dropship,6,Other,Neutral
weddingstoriescouple,6,Other,Neutral
wetlands,6,Other,Neutral
vegasluck,6,Other,Neutral
minecraftonly,6,Other,Neutral
motorcycles,6,Other,Neutral
youtubegaming,6,Other,Neutral
workoutmotivation,6,Fitness,Neutral
street,6,Other,Neutral
pythonprojects,6,Technology,Neutral
webdesign,6,Other,Neutral
book,6,Other,Neutral
gamingmemories,6,Other,Neutral
google,6,Other,Neutral
motiondesign,6,Other,Neutral
weddingstories,6,Other,Neutral
dogtraining,6,Other,Neutral
habits,6,Other,Neutral
kingofpop,6,Other,Neutral
police,6,Other,Neutral
foryourpage,6,Other,Neutral
bestfriends,6,Other,Neutral
peaceful,6,Other,Positive
pokemon,6,Other,Neutral
cuteanimals,6,Pets & Animals,Neutral
vibe,6,Other,Neutral
egypt,6,Other,Neutral
newelymarried,6,Other,Neutral
beautifuldestinations,6,Other,Neutral
couplegoals❤,6,Other,Neutral
amg,6,Other,Neutral
instapic,6,Other,Neutral
engagement,6,Other,Neutral
greenery,6,Other,Neutral
2danimation,6,Other,Neutral
it,6,Other,Neutral
minecraftcreations,6,Other,Neutral
inteligenciaartificial,6,Other,Neutral
cinematography,6,Other,Neutral
quotestoliveby,6,Other,Neutral
minecraftmaps,6,Other,Neutral
bridetobride,6,Other,Neutral
cryptocurrency,6,Other,Neutral
fypシ゚,6,Other,Neutral
horrorfan,6,Other,Neutral
moodygrams,6,Other,Neutral
instagame,6,Other,Neutral
gamingskills,6,Other,Neutral
fans,6,Other,Neutral
girlfriend,6,Other,Neutral
goldentreasure,6,Other,Neutral
organic,6,Other,Neutral
korean,6,Other,Neutral
relatablememes,6,Other,Neutral
believe,6,Other,Neutral
nintendoswitch,6,Other,Neutral
nigeria,6,Other,Neutral
onthisday,6,Other,Neutral
nailtech,6,Technology,Neutral
firekirin,6,Other,Neutral
acting,6,Other,Neutral
teamwork,6,Other,Neutral
lovelife,6,Other,Neutral
strava,6,Other,Neutral
trackandfield,6,Other,Neutral
johncena,6,Other,Neutral
aew,6,Other,Neutral
gravelbike,6,Other,Neutral
code,6,Technology,Neutral
funnyshit,6,Other,Neutral
studyhacks,6,Other,Neutral
ronaldo,6,Other,Neutral
surabhi_photoghraphy,6,Other,Neutral
gymgirls,6,Fitness,Neutral
gardeninspiration,6,Other,Neutral
gardenlife,6,Other,Neutral
laughing,6,Other,Neutral
ultrapanda,6,Other,Neutral
noble777,6,Other,Neutral
paint,6,Other,Neutral
instafit,6,Fitness,Neutral
instagrowth,6,Other,Neutral
lover,6,Other,Neutral
riders,6,Other,Neutral
gamertips,6,Other,Neutral
fitnessgirl,6,Fitness,Neutral
fish,6,Other,Neutral
gamecollection,6,Other,Neutral
geek,6,Other,Neutral
catlove,6,Other,Neutral
catoftheday,6,Other,Neutral
nailsoftheday,6,Other,Neutral
weddingstoriesphotography,6,Other,Neutral
reelsinsta,6,Other,Neutral
aura,6,Other,Neutral
selfworth,6,Other,Neutral
horrorcollector,6,Other,Neutral
vblink,6,Other,Neutral
minecraftworld,6,News & Politics,Neutral
فان,6,Other,Neutral
indiegame,6,Other,Neutral
writing,6,Other,Neutral
glowup,6,Other,Neutral
berita,6,Other,Neutral
english,6,Other,Neutral
cod,6,Other,Neutral
3drender,6,Other,Neutral
play,6,Other,Neutral
happyholidays,6,Other,Neutral
relaxing,6,Other,Neutral
swimming,6,Other,Neutral
ａｅｓｔｈｅｔｉｃ,6,Other,Neutral
parents,6,Other,Neutral
bug,6,Other,Neutral
megadrive,6,Other,Neutral
train,6,Other,Neutral
earthcapture,6,Other,Neutral
guitar,6,Other,Neutral
gameroom,6,Other,Neutral
studyaesthetic,6,Other,Neutral
worship,6,Other,Neutral
instatech,6,Technology,Neutral
bridesmai,6,Other,Neutral
gamingpc,6,Other,Neutral
ambition,6,Other,Neutral
investor,6,Other,Neutral
videogameaddict,6,Other,Neutral
gamernation,6,Other,Neutral
treino,6,Other,Neutral
real,6,Other,Positive
lamineyamal,6,Other,Neutral
correr,6,Other,Neutral
uni,6,Other,Neutral
kawasaki,6,Other,Neutral
filme,6,Other,Neutral
vijay,6,Other,Neutral
graphicdesigner,6,Other,Neutral
puppylove,6,Other,Neutral
us,6,Other,Neutral
bookrecs,6,Other,Neutral
junkjournaling,6,Other,Neutral
friendsforever,6,Other,Neutral
artcollector,6,Other,Neutral
instagamer,6,Other,Neutral
dlc,6,Other,Neutral
primevideo,6,Other,Neutral
ww3politics,6,Other,Neutral
tattoos,5,Other,Neutral
coverart,5,Other,Neutral
ukraine,5,Other,Neutral
usa🇺🇸,5,Other,Neutral
modi,5,Other,Neutral
beritasepakbola,5,Other,Neutral
bts,5,Other,Neutral
swingtrading,5,Other,Neutral
kharkivonline,5,Other,Neutral
cottagecore,5,Other,Neutral
israel,5,Other,Neutral
funnyreel,5,Other,Neutral
lightworker💫,5,Other,Neutral
kidsactivities,5,Other,Neutral
tradingstrategy,5,Other,Neutral
international,5,Other,Neutral
lagos,5,Other,Neutral
kharkov,5,Other,Neutral
cozyhome,5,Other,Neutral
voyaged,5,Other,Neutral
viralindonesia,5,Other,Neutral
gymnastics,5,Fitness,Neutral
discoverglobe,5,Other,Neutral
moviescenes,5,Other,Neutral
sale,5,Other,Neutral
roadtrip,5,Travel & Nature,Neutral
tamilmemes,5,Other,Neutral
farmers,5,Other,Neutral
igreach,5,Other,Neutral
mobilephotography,5,Other,Neutral
artistoninstagram,5,Other,Neutral
vtubermeme,5,Other,Neutral
economy,5,Other,Neutral
rap,5,Other,Neutral
bgirl,5,Other,Neutral
modifiedcars,5,Other,Neutral
biggboss19,5,Other,Neutral
maquillaje,5,Other,Neutral
fallout,5,Other,Neutral
genesis,5,Other,Neutral
ksa,5,Other,Neutral
millionaire,5,Other,Neutral
discover,5,Other,Neutral
authenticity,5,Other,Neutral
laughoutloud,5,Other,Neutral
road,5,Other,Neutral
gameclips,5,Other,Neutral
heartbroken,5,Other,Neutral
uspolitics,5,Other,Neutral
breakup,5,Other,Neutral
igreels,5,Other,Neutral
stayinformed,5,Other,Neutral
ipl,5,Other,Neutral
filmmaking,5,Other,Neutral
spiritualawakening,5,Other,Neutral
didyouknow,5,Other,Neutral
indiana,5,Other,Neutral
viralreel,5,Other,Neutral
strong,5,Other,Positive
parody,5,Other,Neutral
gamecommunity,5,Other,Neutral
comingsoon,5,Other,Neutral
winterarc,5,Other,Neutral
frases,5,Other,Neutral
flower,5,Other,Neutral
gamecollecting,5,Other,Neutral
tractor,5,Other,Neutral
volley,5,Other,Neutral
islam,5,Other,Neutral
countryside,5,Other,Neutral
먹방,5,Other,Neutral
eatingshow,5,Other,Neutral
create,5,Other,Neutral
update,5,Other,Neutral
construction,5,Other,Neutral
gamerforever,5,Other,Neutral
petstylist,5,Other,Neutral
cr7,5,Other,Neutral
public,5,Other,Neutral
kingdomhearts3,5,Other,Neutral
draw,5,Other,Neutral
программирование,5,Other,Neutral
instadog,5,Other,Neutral
illgrammers,5,Other,Neutral
hygiene,5,Other,Neutral
mua,5,Other,Neutral
fypviral,5,Other,Neutral
fypreelsً,5,Other,Neutral
travelgram,5,Travel & Nature,Neutral
amazonprime,5,Other,Neutral
supportsmallbusiness,5,Other,Neutral
gymworkout,5,Fitness,Neutral
outplanet,5,Other,Neutral
affirmations,5,Other,Neutral
legday,5,Other,Neutral
village,5,Other,Neutral
inspo,5,Other,Neutral
unilife,5,Other,Neutral
flowersofinstagram,5,Other,Neutral
kharkiv,5,Other,Neutral
sp,5,Other,Neutral
birdphotography,5,Other,Neutral
nike,5,Other,Neutral
sportsphotography,5,Other,Neutral
makeupaddict,5,Beauty & Personal Care,Neutral
flowstate,5,Other,Neutral
sportsviral,5,Other,Neutral
cutecat,5,Other,Neutral
cats_of_instagram,5,Other,Neutral
curlyhair,5,Other,Neutral
freefirebrasil,5,Other,Neutral
breaking:,5,Other,Neutral
mustwatch,5,Other,Neutral
virelvideo,5,Other,Neutral
menswear,5,Other,Neutral
therapy,5,Other,Neutral
zbrush,5,Other,Neutral
doglovers,5,Other,Neutral
motivationmonday,5,Other,Neutral
animated,5,Other,Neutral
recipeoftheday,5,Other,Neutral
easyrecipe,5,Other,Neutral
fnaf,5,Other,Neutral
hazbinhotel,5,Other,Neutral
webdevelopment,5,Other,Neutral
morning,5,Other,Neutral
olahragaviral,5,Other,Neutral
procreate,5,Other,Neutral
3dmodeling,5,Other,Neutral
highlights,5,Other,Neutral
petgrooming,5,Other,Neutral
natural,5,Other,Positive
onlinefishingtables,5,Other,Neutral
udin88,5,Other,Neutral
like4likes,5,Other,Neutral
hairdresser,5,Other,Neutral
worldstar,5,News & Politics,Neutral
olahraga,5,Other,Neutral
vehicles,5,Other,Neutral
massage,5,Other,Neutral
calligraphy,5,Other,Neutral
weekendvibes,5,Other,Neutral
streetwear,5,Other,Neutral
oldagehome,5,Other,Neutral
machinelearningproject,5,Other,Neutral
instareel,5,Other,Neutral
tractors,5,Other,Neutral
newzealand,5,Other,Neutral
trainingday,5,Other,Neutral
earthvisuals,5,Other,Neutral
comedymemes,5,Other,Neutral
supercar,5,Other,Neutral
morningroutine,5,Other,Neutral
udin88sport,5,Other,Neutral
videogamecollection,5,Other,Neutral
харків,5,Other,Neutral
artjournal,5,Other,Neutral
quotesdaily,5,Other,Neutral
information,5,Other,Neutral
bunny,5,Other,Neutral
funnymoments,5,Other,Neutral
عشق,5,Other,Neutral
argentina,5,Other,Neutral
datascienceproject,5,Other,Neutral
favorite,5,Other,Positive
dailyroutine,5,Other,Neutral
humornegro,5,Other,Neutral
amazonmusthaves,5,Other,Neutral
kochi,5,Other,Neutral
bookaholic,5,Other,Neutral
photograph,5,Other,Neutral
saturdaynight,5,Other,Neutral
peliculas,5,Other,Neutral
datacommunity,5,Other,Neutral
kuwait,5,Other,Neutral
харьковонлайн,5,Other,Neutral
puppytraining,5,Other,Neutral
poem,5,Other,Neutral
adoptdontshop,5,Other,Neutral
conservation,5,Other,Neutral
indie,5,Other,Neutral
spiderman,5,Other,Neutral
pop,5,Other,Neutral
creativecommunity,5,Other,Neutral
for,5,Other,Neutral
supercars,5,Other,Neutral
canonphotography,5,Other,Neutral
beritaterbaru,5,Other,Neutral
gamenight,5,Other,Neutral
exoticcars,5,Other,Neutral
beritaolahraga,5,Other,Neutral
youtuber,5,Other,Neutral
bro,5,Other,Neutral
prowrestling,5,Other,Neutral
datamining,5,Other,Neutral
lyrics,5,Other,Neutral
parejas,5,Other,Neutral
balayage,5,Other,Neutral
socialmediadesign,5,Other,Neutral
videogamecollecting,5,Other,Neutral
programmer,5,Other,Neutral
animacion,5,Other,Neutral
doggroomer,5,Other,Neutral
christmas2025,5,Other,Neutral
birding,5,Other,Neutral
restaurant,5,Other,Neutral
heavymetal,5,Other,Neutral
radio,5,Other,Neutral
stream,5,Other,Neutral
reelinstagram,5,Other,Neutral
discoverearth,5,Other,Neutral
ml,5,Other,Neutral
santaclaus,5,Other,Neutral
adorable,5,Other,Positive
arcraidersgame,5,Other,Neutral
crossfit,5,Fitness,Neutral
mobilegame,5,Other,Neutral
cook,5,Other,Neutral
hilariousmemes,5,Other,Neutral
consolegang,5,Other,Neutral
catsagram,5,Other,Neutral
trendingtopik,5,Other,Neutral
bicicleta,5,Other,Neutral
lettering,5,Other,Neutral
typography,5,Other,Neutral
passionpassport,5,Other,Neutral
folkcreative,5,Other,Neutral
setups,5,Other,Neutral
wrestlemania,5,Other,Neutral
universe,5,Other,Neutral
fallout4,5,Other,Neutral
sciencefacts,5,Other,Neutral
kharkovonline,5,Other,Neutral
outfitinspiration,5,Fitness,Neutral
artreel,5,Other,Neutral
underground,5,Other,Neutral
studytok,5,Other,Neutral
letsgosomewhere,5,Other,Neutral
peoplescreatives,5,Other,Neutral
aiengineer,5,Other,Neutral
helldivers2,5,Other,Neutral
cleantok,5,Other,Neutral
كوردستان,5,Other,Neutral
segamegadrive,5,Other,Neutral
coder,5,Technology,Neutral
dream,5,Other,Neutral
genshin,5,Other,Neutral
ps2,5,Other,Neutral
journalism,5,Other,Neutral
sketching,5,Other,Neutral
doctor,5,Other,Neutral
tendencia,5,Other,Neutral
morocco,5,Other,Neutral
programacao,5,Other,Neutral
jackpot,5,Other,Neutral
makeupideas,5,Beauty & Personal Care,Neutral
jewelry,5,Other,Neutral
gamerslife,5,Other,Neutral
dj,5,Other,Neutral
consistency,5,Other,Neutral
cake,5,Other,Neutral
iran,5,Other,Neutral
memesespañol,5,Other,Neutral
manualidades,5,Other,Neutral
cybersecurity,5,Other,Neutral
womenswrestling,5,Other,Neutral
motos,5,Other,Neutral
functionalmedicine,5,Other,Neutral
instagramcats,5,Other,Neutral
styleinspiration,5,Fashion,Neutral
rehabilitation,5,Other,Neutral
black,5,Other,Negative
videogamehunting,5,Other,Neutral
theshaderoom,5,Other,Neutral
shortfilm,5,Other,Neutral
beritaviral,5,Other,Neutral
online,5,Other,Neutral
typ,5,Other,Neutral
steam,5,Other,Neutral
gato,5,Other,Neutral
харьков,5,Other,Neutral
dark,5,Other,Negative
forest,5,Other,Neutral
drama,5,Other,Neutral
statistics,5,Other,Neutral
adventcalendar,5,Other,Neutral
reelstrending,5,Other,Neutral
lovestatus,5,Other,Neutral
farminglife,5,Other,Neutral
traveling,5,Travel & Nature,Neutral
y2k,5,Other,Neutral
surreal,5,Other,Positive
singer,5,Other,Neutral
malayalam,5,Other,Neutral
moneymanagement,5,Other,Neutral
villa,5,Other,Neutral
landonorris,5,Other,Neutral
trackday,5,Other,Neutral
academia,5,Other,Neutral
delhi,5,Other,Neutral
clean,5,Other,Positive
roses,5,Other,Neutral
longhair,5,Other,Neutral
collegelife,5,Other,Neutral
garenafreefire,5,Other,Neutral
gta,5,Other,Neutral
orionstars,5,Other,Neutral
nailartist,5,Other,Neutral
satisfying,5,Other,Positive
wildgamehunting,5,Other,Neutral
cozyvibes,5,Other,Neutral
creativejournaling,5,Other,Neutral
morningvlog,5,Other,Neutral
luxuryhomes,5,Other,Neutral
kingdomhearts2,5,Other,Neutral
louisiana,5,Other,Neutral
grok,5,Other,Neutral
badminton,5,Other,Neutral
meccasgems,5,Other,Neutral
improvisation,5,Other,Neutral
